"","assessment","assessor","representation.A","representation.B","selected.at","completed","Selected.representation","Select.best.duration","Select.best.SEQ","Select.best.SEQ.duration","total.duration"
"31860","Aantallen Schatten","Observer13",12,25,"2017/01/11 18:12:57",1,"25","7",3,"8",15
"31861","Aantallen Schatten","Observer13",23,11,"2017/01/11 18:13:12",1,"23","7",2,"3",10
"31862","Aantallen Schatten","Observer13",15,28,"2017/01/11 18:13:22",1,"28","6",2,"2",8
"31863","Aantallen Schatten","Observer13",13,20,"2017/01/11 18:17:13",1,"20","11",5,"7",18
"31864","Aantallen Schatten","Observer13",16,24,"2017/01/11 18:17:32",1,"24","12",4,"4",16
"31865","Aantallen Schatten","Observer13",19,27,"2017/01/11 18:17:50",1,"27","13",6,"5",18
"31866","Aantallen Schatten","Observer13",29,21,"2017/01/11 18:18:00",1,"29","5",5,"10",15
"31867","Aantallen Schatten","Observer13",26,18,"2017/01/11 18:18:16",1,"26","5",3,"4",9
"31868","Aantallen Schatten","Observer13",17,14,"2017/01/11 18:18:27",1,"17","6",2,"4",10
"31869","Aantallen Schatten","Observer13",22,10,"2017/01/11 18:18:35",1,"22","4",3,"6",10
"31870","Aantallen Schatten","Observer13",28,25,"2017/01/11 18:18:53",1,"28","11",6,"3",14
"31871","Aantallen Schatten","Observer13",11,10,"2017/01/11 18:19:00",1,"11","4",2,"3",7
"31872","Aantallen Schatten","Observer13",19,24,"2017/01/11 18:19:09",1,"24","7",4,"6",13
"31873","Aantallen Schatten","Observer13",18,29,"2017/01/11 18:19:25",1,"29","9",2,"2",11
"31874","Aantallen Schatten","Observer13",13,16,"2017/01/11 18:19:33",1,"16","6",4,"3",9
"31875","Aantallen Schatten","Observer13",14,27,"2017/01/11 18:19:41",1,"27","3",2,"3",6
